pubid,gender97,ethnic97,hh18_97,psmoke97
2989,2,Non-Hispanic,1,4
2990,1,Non-Hispanic,1,3
2991,2,Non-Hispanic,1,4
2992,1,Non-Hispanic,3,3
2993,1,Non-Hispanic,3,1
2994,1,Non-Hispanic,2,4
2995,1,Non-Hispanic,2,1
2996,1,Non-Hispanic,3,3
2997,2,Non-Hispanic,1,3
2998,2,Non-Hispanic,2,1
2999,1,Non-Hispanic,2,4
3000,2,Non-Hispanic,2,2
3001,1,Non-Hispanic,1,1
3002,2,Non-Hispanic,1,5
3003,1,Non-Hispanic,5,4
3004,1,Non-Hispanic,3,2
3005,2,Non-Hispanic,3,1
3006,2,Non-Hispanic,2,3
3007,2,Non-Hispanic,2,2
3008,1,Hispanic,1,1
3009,2,Non-Hispanic,3,3
3010,2,Non-Hispanic,2,4
3011,1,Non-Hispanic,2,2
3012,2,Non-Hispanic,1,4
3013,2,Non-Hispanic,2,4
3014,2,Non-Hispanic,2,4
3015,1,Non-Hispanic,2,2
3016,1,Non-Hispanic,1,1
3017,2,Non-Hispanic,3,1
3018,2,Non-Hispanic,3,1
3019,1,Non-Hispanic,3,2
3020,1,Non-Hispanic,3,2
3021,2,Non-Hispanic,3,3
3022,2,Non-Hispanic,3,1
3023,2,Non-Hispanic,2,2
3024,1,Non-Hispanic,2,1
3025,2,Non-Hispanic,4,4
3026,2,Non-Hispanic,4,4
3027,1,Non-Hispanic,1,1
3028,2,Non-Hispanic,1,4
3029,2,Non-Hispanic,3,5
3030,2,Non-Hispanic,3,3
3031,2,Non-Hispanic,2,3
3032,1,Non-Hispanic,2,3
3033,1,Non-Hispanic,2,4
3034,1,Non-Hispanic,1,1
3035,1,Non-Hispanic,4,4
3036,1,Hispanic,2,1
3037,2,Hispanic,2,1
3038,1,Non-Hispanic,1,4
3039,2,Non-Hispanic,3,3
3040,2,Non-Hispanic,2,5
3041,2,Non-Hispanic,2,2
3042,1,Non-Hispanic,1,3
3043,1,Non-Hispanic,2,2
3044,1,Non-Hispanic,8,4
3045,2,Non-Hispanic,4,2
3046,2,Non-Hispanic,3,4
3047,2,Non-Hispanic,1,4
3048,1,Non-Hispanic,1,4
3049,2,Non-Hispanic,3,2
3050,2,Non-Hispanic,3,3
3051,2,Non-Hispanic,2,3
3052,2,Non-Hispanic,2,4
3053,1,Non-Hispanic,2,3
3054,2,Non-Hispanic,1,2
3055,1,Non-Hispanic,2,4
3056,1,Non-Hispanic,3,5
3057,1,Non-Hispanic,3,1
3058,1,Non-Hispanic,2,3
3059,1,Non-Hispanic,2,2
3060,2,Non-Hispanic,3,2
3061,1,Non-Hispanic,3,.b
3062,2,Non-Hispanic,2,2
3063,1,Non-Hispanic,3,2
3064,1,Non-Hispanic,3,.b
3065,1,Non-Hispanic,1,5
3066,2,Non-Hispanic,1,1
3067,2,Non-Hispanic,3,3
3068,1,Non-Hispanic,3,1
3069,1,Non-Hispanic,1,3
3070,2,Non-Hispanic,2,3
3071,2,Non-Hispanic,2,2
3072,1,Non-Hispanic,2,3
3073,2,Non-Hispanic,2,3
3074,1,Non-Hispanic,2,2
3075,1,Non-Hispanic,2,2
3076,1,Hispanic,1,1
3077,1,Non-Hispanic,2,1
3078,2,Non-Hispanic,1,2
3079,2,Non-Hispanic,3,4
3080,1,Non-Hispanic,3,2
3081,2,Non-Hispanic,4,4
3082,1,Non-Hispanic,1,1
3083,2,Non-Hispanic,2,5
3084,1,Non-Hispanic,3,1
3085,2,Non-Hispanic,3,1
3086,2,Non-Hispanic,2,1
3087,2,Non-Hispanic,1,1
3088,1,Non-Hispanic,1,2
3089,1,Non-Hispanic,1,4
3090,1,Non-Hispanic,3,4
3091,1,Non-Hispanic,3,1
3092,1,Non-Hispanic,1,1
3093,2,Non-Hispanic,1,3
3094,1,Non-Hispanic,3,4
3095,1,Non-Hispanic,3,1
3096,2,Non-Hispanic,1,2
3097,1,Non-Hispanic,5,.b
3098,1,Non-Hispanic,5,1
3099,2,Non-Hispanic,2,2
3100,2,Non-Hispanic,1,1
3101,1,Non-Hispanic,4,2
3102,1,Non-Hispanic,2,3
3103,1,Non-Hispanic,2,1
3104,1,Non-Hispanic,1,5
3105,2,Non-Hispanic,2,2
3106,1,Non-Hispanic,1,4
3107,1,Non-Hispanic,2,2
3108,1,Hispanic,4,3
3109,1,Hispanic,4,2
3110,1,Non-Hispanic,4,3
3111,1,Non-Hispanic,1,1
3112,2,Non-Hispanic,1,1
3113,1,Non-Hispanic,3,4
3114,1,Non-Hispanic,2,3
3115,2,Non-Hispanic,2,1
3116,2,Hispanic,3,3
3117,2,Hispanic,3,1
3118,2,Non-Hispanic,3,5
3119,1,Non-Hispanic,3,4
3120,1,Non-Hispanic,3,4
3121,1,Non-Hispanic,3,1
3122,1,Non-Hispanic,2,3
3123,2,Non-Hispanic,2,1
3124,2,Non-Hispanic,3,3
3125,2,Non-Hispanic,1,1
3126,2,Non-Hispanic,4,1
3127,1,Non-Hispanic,4,1
3128,1,Non-Hispanic,1,1
3129,2,Non-Hispanic,4,5
3130,1,Non-Hispanic,4,1
3131,1,Non-Hispanic,1,1
3132,2,Non-Hispanic,1,2
3134,2,Non-Hispanic,1,3
3135,1,Non-Hispanic,3,1
3136,1,Non-Hispanic,3,1
3137,1,Non-Hispanic,3,3
3138,1,Non-Hispanic,1,2
3139,1,Non-Hispanic,2,4
3140,2,Non-Hispanic,3,4
3141,1,Non-Hispanic,3,1
3142,1,Non-Hispanic,2,3
3143,1,Non-Hispanic,2,1
3144,2,Non-Hispanic,1,.b
3145,1,Non-Hispanic,3,3
3146,1,Non-Hispanic,2,3
3147,1,Hispanic,1,.b
3148,2,Non-Hispanic,2,1
3149,1,Non-Hispanic,2,1
3150,1,Non-Hispanic,2,3
3151,2,Non-Hispanic,2,2
3152,1,Non-Hispanic,1,1
3153,2,Non-Hispanic,3,3
3154,1,Non-Hispanic,1,2
3155,2,Non-Hispanic,2,3
3156,1,Non-Hispanic,1,1
3157,1,Non-Hispanic,2,4
3158,1,Non-Hispanic,2,4
3159,2,Non-Hispanic,1,4
3160,2,Non-Hispanic,1,5
3161,2,Non-Hispanic,1,3
3162,2,Non-Hispanic,4,1
3163,1,Non-Hispanic,1,4
3164,2,Non-Hispanic,3,3
3165,2,Non-Hispanic,4,4
3166,2,Non-Hispanic,2,2
3167,1,Non-Hispanic,3,2
3168,2,Non-Hispanic,3,2
3169,2,Non-Hispanic,2,2
3170,2,Non-Hispanic,1,4
3171,1,Non-Hispanic,3,1
3172,1,Hispanic,2,1
3173,1,Non-Hispanic,3,4
3174,1,Non-Hispanic,3,1
3175,2,Non-Hispanic,3,2
3176,1,Non-Hispanic,3,2
3177,2,Non-Hispanic,3,1
3178,2,Hispanic,4,.d
3179,2,Hispanic,4,1
3180,2,Non-Hispanic,1,4
3181,1,Non-Hispanic,2,.b
3182,2,Non-Hispanic,2,3
3183,2,Non-Hispanic,2,4
3184,1,Non-Hispanic,6,3
3185,2,Non-Hispanic,6,2
3186,2,Non-Hispanic,2,2
3187,1,Non-Hispanic,2,2
3188,2,Non-Hispanic,2,3
3189,2,Non-Hispanic,2,4
3190,2,Non-Hispanic,2,4
3191,1,Non-Hispanic,1,1
3192,2,Non-Hispanic,3,3
3193,1,Non-Hispanic,3,1
3194,1,Non-Hispanic,3,1
3195,2,Non-Hispanic,1,3
3196,2,Non-Hispanic,4,2
3197,1,Non-Hispanic,4,2
3198,1,Non-Hispanic,4,1
3199,2,Non-Hispanic,2,4
3200,2,Non-Hispanic,2,4
3201,1,Non-Hispanic,2,4
3202,1,Non-Hispanic,1,2
3203,2,Hispanic,3,3
3204,2,Hispanic,3,3
3205,1,Non-Hispanic,4,4
3206,2,Non-Hispanic,2,5
3207,1,Non-Hispanic,3,1
3208,1,Non-Hispanic,3,3
3209,1,Non-Hispanic,3,1
3210,2,Non-Hispanic,2,2
3211,2,Non-Hispanic,2,3
3212,1,Non-Hispanic,2,1
3213,2,Non-Hispanic,6,3
3214,2,Hispanic,4,1
3215,1,Non-Hispanic,3,3
3216,1,Non-Hispanic,3,1
3217,1,Non-Hispanic,2,2
3218,2,Non-Hispanic,2,2
3219,1,Hispanic,1,3
3220,1,Non-Hispanic,2,2
3221,2,Non-Hispanic,1,3
3222,1,Non-Hispanic,3,4
3223,2,Non-Hispanic,3,4
3224,1,Non-Hispanic,1,2
3225,2,Non-Hispanic,1,4
3226,1,Non-Hispanic,2,5
3227,2,Hispanic,3,3
3228,2,Non-Hispanic,3,4
3229,2,Non-Hispanic,3,3
3230,2,Non-Hispanic,2,2
3231,1,Non-Hispanic,2,3
3232,2,Non-Hispanic,2,.b
3233,2,Non-Hispanic,1,4
3234,1,Non-Hispanic,1,1
3235,2,Non-Hispanic,1,3
3236,2,Non-Hispanic,1,2
3237,2,Non-Hispanic,2,2
3238,2,Non-Hispanic,2,4
3239,2,Non-Hispanic,2,2
3240,2,Non-Hispanic,3,4
3241,2,Hispanic,2,4
3242,2,Non-Hispanic,1,3
3243,2,Hispanic,1,4
3244,1,Non-Hispanic,4,3
3245,1,Non-Hispanic,1,1
3246,1,Non-Hispanic,2,3
3247,1,Non-Hispanic,2,4
3248,2,Non-Hispanic,2,3
3249,2,Non-Hispanic,1,2
3250,2,Non-Hispanic,3,4
3251,2,Non-Hispanic,3,2
3252,2,Non-Hispanic,3,3
3253,1,Non-Hispanic,2,2
3254,2,Non-Hispanic,1,4
3255,2,Non-Hispanic,3,4
3256,1,Non-Hispanic,3,1
3257,2,Non-Hispanic,1,2
3258,1,Non-Hispanic,1,3
3259,1,Non-Hispanic,1,4
3260,1,Non-Hispanic,1,2
3261,2,Non-Hispanic,2,4
3262,1,Non-Hispanic,2,2
3263,1,Non-Hispanic,1,2
3264,2,Non-Hispanic,1,3
3265,2,Non-Hispanic,1,2
3266,1,Non-Hispanic,1,3
3267,2,Non-Hispanic,3,4
3268,2,Non-Hispanic,3,4
3269,1,Non-Hispanic,3,4
3270,1,Non-Hispanic,1,4
3271,1,Non-Hispanic,2,2
3272,2,Non-Hispanic,2,3
3273,1,Non-Hispanic,1,5
3274,1,Non-Hispanic,3,3
3275,1,Non-Hispanic,1,4
3276,2,Non-Hispanic,2,2
3277,2,Non-Hispanic,2,3
3278,2,Non-Hispanic,2,2
3279,2,Non-Hispanic,2,2
3280,2,Non-Hispanic,2,4
3281,1,Non-Hispanic,2,1
3282,2,Non-Hispanic,2,3
3283,1,Non-Hispanic,2,3
3284,2,Non-Hispanic,2,1
3285,1,Non-Hispanic,3,1
3286,1,Non-Hispanic,1,1
3287,1,.a,2,3
3288,2,.a,2,1
3289,1,Non-Hispanic,1,5
3290,1,Non-Hispanic,1,5
3291,2,Non-Hispanic,2,.b
3292,2,Non-Hispanic,2,.b
3293,1,Non-Hispanic,1,4
3294,1,Non-Hispanic,1,3
3295,2,Non-Hispanic,1,3
3296,2,Non-Hispanic,3,3
3297,2,Non-Hispanic,2,1
3298,2,Non-Hispanic,3,4
3299,1,Non-Hispanic,3,5
3300,1,Non-Hispanic,2,1
3301,1,Non-Hispanic,3,1
3302,2,Non-Hispanic,2,1
3303,2,Non-Hispanic,1,4
3304,1,Non-Hispanic,1,2
3305,1,Non-Hispanic,1,4
3306,2,Non-Hispanic,1,4
3307,2,Non-Hispanic,1,4
3308,2,Non-Hispanic,1,4
3309,1,Non-Hispanic,2,5
3310,1,Non-Hispanic,3,5
3311,1,Non-Hispanic,3,2
3312,2,Non-Hispanic,2,3
3313,2,Non-Hispanic,2,1
3314,1,Non-Hispanic,1,5
3315,1,Non-Hispanic,4,1
3316,2,Non-Hispanic,4,3
3317,2,Non-Hispanic,4,1
3318,2,Non-Hispanic,4,1
3319,2,Non-Hispanic,1,4
3320,2,Non-Hispanic,1,1
3321,1,Non-Hispanic,3,5
3322,1,Non-Hispanic,2,1
3323,2,Non-Hispanic,1,3
3324,2,Non-Hispanic,1,4
3325,1,Non-Hispanic,2,1
3326,2,Non-Hispanic,1,4
3327,1,Non-Hispanic,1,4
3328,1,Non-Hispanic,1,3
3329,2,Non-Hispanic,2,1
3330,1,Non-Hispanic,2,4
3331,2,Non-Hispanic,2,4
3332,1,Non-Hispanic,3,4
3333,1,Non-Hispanic,3,1
3334,2,Non-Hispanic,2,5
3335,1,Non-Hispanic,1,3
3336,1,Hispanic,2,1
3337,2,Hispanic,4,4
3338,1,Hispanic,4,1
3339,2,Hispanic,3,4
3340,1,Non-Hispanic,3,2
3341,1,Hispanic,3,1
3342,2,Non-Hispanic,3,4
3343,1,Non-Hispanic,3,4
3344,1,Non-Hispanic,3,3
3345,2,Hispanic,2,3
3346,2,Hispanic,2,3
3347,1,Non-Hispanic,3,1
3348,2,Non-Hispanic,2,3
3349,2,Non-Hispanic,2,3
3350,1,Non-Hispanic,4,3
3351,1,Non-Hispanic,4,5
3352,1,Non-Hispanic,4,3
3353,2,Hispanic,1,5
3354,1,Non-Hispanic,2,1
3355,2,Non-Hispanic,2,2
3356,1,Non-Hispanic,3,2
3357,2,Non-Hispanic,3,1
3358,2,Non-Hispanic,4,3
3359,1,Non-Hispanic,4,4
3360,2,Hispanic,1,5
3361,2,Non-Hispanic,1,5
3362,1,Hispanic,2,1
3363,2,Non-Hispanic,3,3
3364,2,Non-Hispanic,3,2
3365,2,Non-Hispanic,3,2
3366,1,Non-Hispanic,2,2
3367,1,Non-Hispanic,1,4
3368,2,Non-Hispanic,2,1
3369,1,Non-Hispanic,1,2
3370,1,Non-Hispanic,2,1
3371,2,Non-Hispanic,2,1
3372,1,Non-Hispanic,2,1
3373,1,Non-Hispanic,2,1
3374,1,Non-Hispanic,2,3
3375,2,Non-Hispanic,2,1
3376,2,Hispanic,3,1
3377,2,Non-Hispanic,2,1
3378,1,Non-Hispanic,2,1
3379,1,Non-Hispanic,3,2
3380,2,Non-Hispanic,3,1
3381,2,Non-Hispanic,1,3
3382,1,Hispanic,4,4
3383,2,Non-Hispanic,1,4
3384,1,Non-Hispanic,5,5
3385,1,Non-Hispanic,5,5
3386,1,Non-Hispanic,2,3
3387,1,Hispanic,1,2
3388,1,Non-Hispanic,2,1
3389,1,Non-Hispanic,1,1
3390,1,Non-Hispanic,2,2
3391,2,Non-Hispanic,2,2
3392,1,Hispanic,1,5
3393,2,Non-Hispanic,1,3
3394,1,Hispanic,4,2
3395,1,Hispanic,4,3
3396,1,Non-Hispanic,2,3
3397,2,Non-Hispanic,2,5
3398,2,Non-Hispanic,1,1
3399,1,Non-Hispanic,2,1
3400,1,Non-Hispanic,2,3
3401,2,Non-Hispanic,2,5
3402,2,Non-Hispanic,3,4
3403,2,Non-Hispanic,3,3
3405,2,Non-Hispanic,3,1
3406,2,Non-Hispanic,2,5
3407,1,Non-Hispanic,2,3
3408,2,Non-Hispanic,1,2
3409,1,Non-Hispanic,1,3
3410,2,Non-Hispanic,1,2
3411,2,Non-Hispanic,1,1
3412,1,Non-Hispanic,1,4
3413,2,Non-Hispanic,2,1
3414,2,Non-Hispanic,1,2
3415,2,Non-Hispanic,4,1
3416,2,Non-Hispanic,1,4
3417,2,Non-Hispanic,1,1
3418,1,Non-Hispanic,2,3
3419,1,Non-Hispanic,2,2
3420,2,Non-Hispanic,2,5
3421,1,Non-Hispanic,2,2
3422,2,Non-Hispanic,2,3
3423,2,Non-Hispanic,2,5
3424,1,Non-Hispanic,2,5
3425,1,Non-Hispanic,3,2
3426,2,Non-Hispanic,1,3
3427,2,Non-Hispanic,1,3
3428,2,Non-Hispanic,3,4
3429,2,Non-Hispanic,3,2
3430,2,Non-Hispanic,1,4
3431,2,.a,2,2
3432,2,.a,2,2
3433,1,Non-Hispanic,4,1
3434,1,Non-Hispanic,3,4
3435,1,Non-Hispanic,2,1
3436,1,Non-Hispanic,2,2
3437,2,Non-Hispanic,2,2
3438,2,Non-Hispanic,3,5
3439,1,Non-Hispanic,3,4
3440,1,Non-Hispanic,2,1
3441,2,Non-Hispanic,2,4
3442,2,Non-Hispanic,4,3
3443,2,Non-Hispanic,2,2
3444,2,Non-Hispanic,4,4
3445,2,Non-Hispanic,2,4
3446,1,.b,2,4
3447,1,.b,2,1
3448,1,Non-Hispanic,1,3
3449,1,Non-Hispanic,1,3
3450,1,Non-Hispanic,2,3
3451,1,Non-Hispanic,2,3
3452,2,Non-Hispanic,2,1
3453,2,Non-Hispanic,1,2
3454,1,Non-Hispanic,2,1
3455,2,Non-Hispanic,1,3
3456,1,Non-Hispanic,2,1
3457,1,Non-Hispanic,2,1
3458,1,Non-Hispanic,2,1
3459,1,Non-Hispanic,3,1
3460,2,Non-Hispanic,2,3
3461,2,Non-Hispanic,2,3
3462,2,.b,3,5
3463,2,Non-Hispanic,2,3
3464,1,Non-Hispanic,2,3
3465,1,Non-Hispanic,2,4
3466,1,Non-Hispanic,2,4
3467,1,Non-Hispanic,1,2
3468,1,Non-Hispanic,2,1
3469,1,Non-Hispanic,1,3
3470,2,Non-Hispanic,2,3
3471,1,Non-Hispanic,2,1
3472,1,Non-Hispanic,1,2
3473,1,Non-Hispanic,2,3
3474,1,Non-Hispanic,4,3
3475,2,Non-Hispanic,4,1
3476,1,Non-Hispanic,2,1
3477,2,Non-Hispanic,3,4
3478,2,Non-Hispanic,3,3
3479,2,Non-Hispanic,2,3
3480,2,Non-Hispanic,2,3
3481,2,Non-Hispanic,3,3
3482,1,Non-Hispanic,3,.b
3483,2,Non-Hispanic,1,3
3484,2,Non-Hispanic,2,1
3485,1,Non-Hispanic,2,1
3486,1,Non-Hispanic,2,4
3487,1,Non-Hispanic,1,1
3488,2,Non-Hispanic,2,5
3489,2,Non-Hispanic,1,2
3490,2,Non-Hispanic,3,4
3491,1,Non-Hispanic,3,1
3492,2,Non-Hispanic,2,3
3493,1,Non-Hispanic,2,1
3494,2,Non-Hispanic,1,4
3495,1,Non-Hispanic,1,2
3496,1,Non-Hispanic,1,3
3497,2,Non-Hispanic,2,1
3498,2,.b,2,2
3499,1,Non-Hispanic,2,5
3500,1,Non-Hispanic,2,3
3501,2,Non-Hispanic,2,5
3502,1,Non-Hispanic,2,2
3503,2,Non-Hispanic,3,4
3504,2,Non-Hispanic,3,3
3505,1,Non-Hispanic,3,3
3506,2,Non-Hispanic,3,2
3507,2,Non-Hispanic,3,5
3508,1,Non-Hispanic,3,5
3509,1,Non-Hispanic,2,1
3510,2,Non-Hispanic,1,4
3511,1,Non-Hispanic,2,3
3512,2,Non-Hispanic,6,5
3513,1,Non-Hispanic,6,1
3514,1,Non-Hispanic,6,2
3515,1,Non-Hispanic,2,1
3516,1,Non-Hispanic,2,3
3517,2,Non-Hispanic,4,2
3518,1,Non-Hispanic,1,3
3520,1,Non-Hispanic,1,2
3521,2,Non-Hispanic,1,4
3522,2,Non-Hispanic,2,1
3523,1,Non-Hispanic,2,2
3524,2,Non-Hispanic,5,3
3525,1,Non-Hispanic,5,3
3526,2,Non-Hispanic,1,2
3527,2,Non-Hispanic,2,2
3528,1,Non-Hispanic,4,1
3529,2,Hispanic,1,2
3530,1,Non-Hispanic,2,3
3531,2,Non-Hispanic,2,3
3532,2,Non-Hispanic,2,3
3533,1,Non-Hispanic,1,3
3534,2,Non-Hispanic,1,3
3535,2,Non-Hispanic,1,4
3536,2,Non-Hispanic,2,1
3537,2,Non-Hispanic,1,3
3538,1,Non-Hispanic,2,3
3539,1,Non-Hispanic,2,3
3540,2,Non-Hispanic,4,3
3541,2,Non-Hispanic,1,3
3542,2,Non-Hispanic,1,1
3543,1,Non-Hispanic,1,2
3544,1,Non-Hispanic,1,1
3545,1,Non-Hispanic,1,1
3546,1,Non-Hispanic,2,1
3547,1,Non-Hispanic,2,1
3548,2,Non-Hispanic,2,1
3549,1,Non-Hispanic,2,1
3550,2,Non-Hispanic,2,3
3551,1,Non-Hispanic,3,3
3552,2,Non-Hispanic,1,4
3553,2,Non-Hispanic,2,3
3554,1,Non-Hispanic,2,2
3555,2,Non-Hispanic,3,3
3556,1,Non-Hispanic,3,2
3557,1,Non-Hispanic,2,1
3558,1,Non-Hispanic,2,1
3559,1,Non-Hispanic,1,4
3560,1,Non-Hispanic,2,4
3561,2,Non-Hispanic,2,1
3562,2,Non-Hispanic,3,1
3563,1,Non-Hispanic,3,1
3564,1,Non-Hispanic,2,4
3565,1,Non-Hispanic,2,1
3566,2,Non-Hispanic,2,4
3567,2,Non-Hispanic,2,3
3568,1,Non-Hispanic,2,2
3569,1,Non-Hispanic,1,4
3570,1,Non-Hispanic,2,4
3571,1,Non-Hispanic,2,1
3572,1,Non-Hispanic,1,1
3573,1,Non-Hispanic,2,4
3574,1,Non-Hispanic,1,4
3575,2,Non-Hispanic,3,1
3576,2,Non-Hispanic,1,4
3577,2,Hispanic,4,.b
3578,2,Non-Hispanic,4,.b
3579,2,Non-Hispanic,2,4
3580,1,Non-Hispanic,4,2
3581,2,Hispanic,2,2
3582,1,Hispanic,2,2
3583,2,Non-Hispanic,2,3
3584,1,Non-Hispanic,1,2
3585,2,Non-Hispanic,2,3
3586,2,Non-Hispanic,1,4
3587,1,Non-Hispanic,1,1
3588,2,Non-Hispanic,2,4
3589,1,Non-Hispanic,4,1
3590,2,Non-Hispanic,1,3
3591,1,Non-Hispanic,1,3
3592,1,Non-Hispanic,1,4
3593,2,Non-Hispanic,3,3
3594,2,Non-Hispanic,2,2
3595,2,Non-Hispanic,1,1
3596,2,Non-Hispanic,3,3
3597,2,Non-Hispanic,2,5
3598,2,Non-Hispanic,2,2
3599,1,Non-Hispanic,2,1
3600,2,Non-Hispanic,3,4
3601,2,Non-Hispanic,2,2
3602,1,Hispanic,2,4
3603,1,Hispanic,2,2
3604,2,Non-Hispanic,1,3
3605,1,Non-Hispanic,1,3
3606,1,Non-Hispanic,4,1
3607,2,Non-Hispanic,1,3
3608,2,Non-Hispanic,4,4
3609,1,Non-Hispanic,4,4
3610,1,Non-Hispanic,1,3
3611,2,Non-Hispanic,3,4
3612,2,Non-Hispanic,3,3
3613,2,Non-Hispanic,2,2
3614,2,Non-Hispanic,2,1
3615,2,Non-Hispanic,3,3
3616,1,Non-Hispanic,3,3
3617,2,Non-Hispanic,2,3
3618,1,Non-Hispanic,2,4
3619,2,Non-Hispanic,1,2
3620,1,Hispanic,2,2
3621,1,Non-Hispanic,3,3
3622,1,Hispanic,1,5
3623,1,Non-Hispanic,1,2
3624,2,Non-Hispanic,2,3
3625,1,Non-Hispanic,2,1
3626,1,Non-Hispanic,2,1
3627,2,Non-Hispanic,2,3
3628,2,Non-Hispanic,2,4
3629,1,Hispanic,1,1
3630,1,Non-Hispanic,1,3
3631,2,Non-Hispanic,3,4
3632,1,Non-Hispanic,2,3
3633,2,Non-Hispanic,2,.b
3634,2,Non-Hispanic,1,1
3635,1,Non-Hispanic,3,4
3636,1,Non-Hispanic,1,5
3637,2,Non-Hispanic,1,1
3638,2,Non-Hispanic,1,3
3639,2,Non-Hispanic,1,2
3640,1,Non-Hispanic,2,1
3641,2,Non-Hispanic,2,1
3642,1,Non-Hispanic,2,3
3643,1,Non-Hispanic,2,1
3644,2,Hispanic,1,3
3645,1,Hispanic,1,3
3646,1,Non-Hispanic,1,2
3647,1,Non-Hispanic,3,1
3648,2,Hispanic,2,3
3649,1,Non-Hispanic,1,1
3650,1,Non-Hispanic,4,3
3651,1,Non-Hispanic,4,1
3652,1,Non-Hispanic,4,1
3653,1,Non-Hispanic,4,2
3654,1,Non-Hispanic,3,2
3655,2,Non-Hispanic,3,1
3656,1,Non-Hispanic,1,5
3657,1,Non-Hispanic,2,1
3658,1,Non-Hispanic,2,3
3659,1,Non-Hispanic,1,4
3660,1,Non-Hispanic,2,5
3661,2,Non-Hispanic,2,4
3662,2,Non-Hispanic,2,1
3663,1,Non-Hispanic,2,3
3664,1,Non-Hispanic,3,1
3665,1,Non-Hispanic,3,1
3666,1,Hispanic,2,3
3667,2,.a,2,3
3668,1,Hispanic,1,3
3669,1,Hispanic,1,2
3670,2,Hispanic,1,4
3671,1,Hispanic,2,1
3672,1,Hispanic,1,3
3673,2,Non-Hispanic,2,3
3674,1,Non-Hispanic,1,4
3675,1,Non-Hispanic,2,3
3676,1,Non-Hispanic,2,1
3677,2,Non-Hispanic,1,3
3678,2,Non-Hispanic,1,3
3679,1,Non-Hispanic,1,1
3680,1,Hispanic,1,3
3681,2,Hispanic,1,2
3682,2,Hispanic,2,1
3683,1,Hispanic,2,3
3684,1,Hispanic,1,1
3685,1,Hispanic,2,2
3686,1,Hispanic,2,1
3687,1,Hispanic,4,3
3688,2,Hispanic,4,1
3689,2,Hispanic,1,1
3690,1,Hispanic,1,1
3691,2,Non-Hispanic,3,1
3692,1,Non-Hispanic,2,4
3693,1,Hispanic,2,2
3694,2,Hispanic,3,2
3695,1,Hispanic,2,1
3696,2,Hispanic,2,2
3697,2,Non-Hispanic,1,3
3698,1,Non-Hispanic,3,1
3699,2,Hispanic,2,5
3700,2,Hispanic,4,3
3701,1,Hispanic,4,3
3702,1,Hispanic,2,1
3703,2,Hispanic,1,1
3704,2,Hispanic,1,5
3705,2,Non-Hispanic,2,1
3706,1,Non-Hispanic,2,1
3707,1,Non-Hispanic,1,5
3709,1,Non-Hispanic,2,1
3710,2,Non-Hispanic,3,3
3711,2,Non-Hispanic,2,4
3712,2,Hispanic,2,4
3713,2,Non-Hispanic,4,4
3714,1,Non-Hispanic,4,3
3715,1,Non-Hispanic,4,1
3716,2,Non-Hispanic,3,3
3717,2,Non-Hispanic,3,4
3718,2,Non-Hispanic,3,3
3719,1,Hispanic,2,3
3720,2,Non-Hispanic,1,1
3721,1,Non-Hispanic,1,5
3722,2,Non-Hispanic,1,4
3723,1,Non-Hispanic,3,5
3724,1,Non-Hispanic,1,4
3725,1,Non-Hispanic,2,3
3726,2,Hispanic,3,5
3727,2,Hispanic,3,3
3728,1,Non-Hispanic,1,2
3729,2,Non-Hispanic,3,5
3730,2,Non-Hispanic,2,2
3731,1,Non-Hispanic,1,3
3732,1,Non-Hispanic,3,3
3733,1,Non-Hispanic,3,4
3734,1,Non-Hispanic,2,4
3735,2,Non-Hispanic,1,3
3736,2,Non-Hispanic,3,3
3737,1,Non-Hispanic,2,5
3738,1,Hispanic,3,1
3739,2,Non-Hispanic,2,2
3740,2,Non-Hispanic,2,1
3741,2,Non-Hispanic,2,5
3742,2,Non-Hispanic,2,5
3743,1,Non-Hispanic,4,2
3744,2,Non-Hispanic,4,1
3745,2,Non-Hispanic,3,2
3746,1,Non-Hispanic,1,5
3747,2,Non-Hispanic,3,3
3748,2,Hispanic,2,4
3749,1,Non-Hispanic,1,1
3750,1,Non-Hispanic,4,4
3751,2,Non-Hispanic,4,5
3752,2,Non-Hispanic,5,2
3753,2,Non-Hispanic,5,3
3754,2,Non-Hispanic,1,1
3755,1,Non-Hispanic,2,5
3756,2,Non-Hispanic,2,4
3757,1,Non-Hispanic,3,1
3758,2,Non-Hispanic,3,1
3759,1,Non-Hispanic,4,1
3760,1,Non-Hispanic,2,3
3761,2,Non-Hispanic,2,2
3762,1,Non-Hispanic,2,2
3763,1,Non-Hispanic,1,2
3764,2,Non-Hispanic,1,2
3765,2,Non-Hispanic,3,1
3766,2,Non-Hispanic,1,2
3767,2,Non-Hispanic,3,4
3768,1,Non-Hispanic,4,4
3769,1,Non-Hispanic,4,3
3770,1,Non-Hispanic,4,1
3771,2,Non-Hispanic,2,4
3772,1,Non-Hispanic,2,1
3773,1,Non-Hispanic,2,2
3774,2,Non-Hispanic,3,3
3775,2,Non-Hispanic,3,4
3776,2,Non-Hispanic,3,1
3777,1,Non-Hispanic,2,3
3778,2,Non-Hispanic,2,5
3779,2,Non-Hispanic,2,4
3780,1,Non-Hispanic,3,4
3781,1,Non-Hispanic,3,2
3782,2,Non-Hispanic,2,3
3783,1,Non-Hispanic,1,3
