year,id,wrkstat,hrs1,marital,sex,pres00,pres04,polviews,happy,health,abany,premarsx,pornlaw
2006,1221,WORKING FULLTIME,32,MARRIED,FEMALE,BUSH,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,1222,WORKING FULLTIME,45,DIVORCED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1223,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1224,RETIRED,,WIDOWED,MALE,BUSH,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,LEGAL
2006,1225,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1226,RETIRED,,MARRIED,FEMALE,,BUSH,SLIGHTLY LIBERAL,,FAIR,,,
2006,1227,RETIRED,,MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,1228,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,CONSERVATIVE,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,1229,OTHER,,SEPARATED,FEMALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,
2006,1230,WORKING PARTTIME,30,MARRIED,MALE,BUSH,BUSH,MODERATE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1231,RETIRED,,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1232,RETIRED,,WIDOWED,FEMALE,BUSH,BUSH,MODERATE,NOT TOO HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,1233,WORKING PARTTIME,10,DIVORCED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1234,WORKING PARTTIME,16,NEVER MARRIED,MALE,,,MODERATE,NOT TOO HAPPY,GOOD,YES,ALWAYS WRONG,
2006,1235,WORKING FULLTIME,44,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,1236,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1237,WORKING FULLTIME,32,DIVORCED,MALE,,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1238,WORKING FULLTIME,40,SEPARATED,FEMALE,,KERRY,LIBERAL,,GOOD,,,
2006,1239,KEEPING HOUSE,,NEVER MARRIED,FEMALE,BUSH,KERRY,CONSERVATIVE,VERY HAPPY,FAIR,NO,ALWAYS WRONG,
2006,1240,WORKING FULLTIME,40,DIVORCED,MALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,1241,WORKING FULLTIME,47,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,1242,WORKING PARTTIME,1,DIVORCED,FEMALE,,KERRY,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1243,WORKING FULLTIME,40,DIVORCED,FEMALE,,,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,1244,WORKING FULLTIME,30,DIVORCED,MALE,,,LIBERAL,PRETTY HAPPY,FAIR,NO,NOT WRONG AT ALL,
2006,1245,WORKING FULLTIME,70,MARRIED,MALE,,,LIBERAL,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,1246,WORKING FULLTIME,40,SEPARATED,FEMALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1247,RETIRED,,MARRIED,MALE,GORE,KERRY,LIBERAL,NOT TOO HAPPY,FAIR,NO,ALWAYS WRONG,
2006,1248,WORKING FULLTIME,40,MARRIED,FEMALE,DIDNT VOTE,,MODERATE,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1249,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1250,WORKING FULLTIME,50,NEVER MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,1251,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,MODERATE,VERY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1252,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,1253,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1254,SCHOOL,,MARRIED,FEMALE,,,,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1255,RETIRED,,DIVORCED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,1256,WORKING FULLTIME,55,SEPARATED,MALE,,KERRY,LIBERAL,,FAIR,,,
2006,1257,WORKING FULLTIME,48,NEVER MARRIED,MALE,,,LIBERAL,PRETTY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,1258,RETIRED,,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1259,WORKING FULLTIME,80,NEVER MARRIED,MALE,NADER,KERRY,LIBERAL,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1260,KEEPING HOUSE,,MARRIED,FEMALE,,,,,EXCELLENT,,,
2006,1261,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,GORE,NADER,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1262,WORKING PARTTIME,24,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,1263,WORKING FULLTIME,45,MARRIED,MALE,,KERRY,LIBERAL,,GOOD,,,
2006,1264,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1265,WORKING FULLTIME,45,DIVORCED,FEMALE,BUSH,BUSH,SLIGHTLY LIBERAL,NOT TOO HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1266,WORKING FULLTIME,40,DIVORCED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,1267,WORKING FULLTIME,40,MARRIED,MALE,,NADER,MODERATE,,EXCELLENT,,,
2006,1268,WORKING FULLTIME,43,NEVER MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1269,RETIRED,,MARRIED,MALE,,KERRY,MODERATE,,FAIR,,,
2006,1270,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,EXCELLENT,YES,SOMETIMES WRONG,
2006,1271,WORKING FULLTIME,31,WIDOWED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1272,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1273,RETIRED,,SEPARATED,FEMALE,,KERRY,CONSERVATIVE,PRETTY HAPPY,FAIR,NO,ALWAYS WRONG,
2006,1274,WORKING PARTTIME,11,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1275,WORKING FULLTIME,50,MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,1276,WORKING FULLTIME,40,NEVER MARRIED,MALE,,KERRY,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1277,WORKING FULLTIME,60,DIVORCED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,1278,RETIRED,,DIVORCED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,NOT TOO HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,1279,WORKING FULLTIME,48,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1280,WORKING FULLTIME,40,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1281,WORKING FULLTIME,45,MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,1282,WORKING FULLTIME,50,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1283,WORKING FULLTIME,40,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,1284,WORKING PARTTIME,14,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1285,WORKING FULLTIME,40,NEVER MARRIED,MALE,BUSH,KERRY,MODERATE,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,1286,SCHOOL,,MARRIED,MALE,,KERRY,MODERATE,,FAIR,,,
2006,1287,WORKING FULLTIME,55,DIVORCED,MALE,BUSH,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1288,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,EXTREMELY LIBERAL,,GOOD,,,
2006,1289,WORKING FULLTIME,37,NEVER MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,,ILLEGAL UNDER 18
2006,1290,WORKING FULLTIME,45,NEVER MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1291,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,1292,RETIRED,,MARRIED,MALE,BUSH,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1293,WORKING FULLTIME,45,MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,1294,RETIRED,,NEVER MARRIED,FEMALE,BUSH,BUSH,MODERATE,VERY HAPPY,EXCELLENT,YES,,ILLEGAL TO ALL
2006,1295,WORKING FULLTIME,40,SEPARATED,FEMALE,,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1296,RETIRED,,MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,1297,WORKING FULLTIME,45,MARRIED,MALE,GORE,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,1298,WORKING PARTTIME,20,NEVER MARRIED,FEMALE,,BUSH,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1299,WORKING FULLTIME,32,MARRIED,FEMALE,,BUSH,,,EXCELLENT,,,
2006,1300,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,1301,WORKING FULLTIME,40,MARRIED,MALE,BUSH,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,1302,WORKING PARTTIME,32,MARRIED,FEMALE,OTHER (SPECIFY),KERRY,MODERATE,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,1303,WORKING FULLTIME,40,MARRIED,MALE,BUSH,,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,1304,RETIRED,,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1305,WORKING FULLTIME,50,NEVER MARRIED,MALE,GORE,KERRY,LIBERAL,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1306,WORKING FULLTIME,49,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1307,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,1308,RETIRED,,MARRIED,FEMALE,OTHER (SPECIFY),NADER,MODERATE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1309,WORKING FULLTIME,42,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,1310,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,1311,WORKING FULLTIME,40,MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1312,WORKING PARTTIME,29,DIVORCED,FEMALE,,,MODERATE,NOT TOO HAPPY,EXCELLENT,YES,,ILLEGAL TO ALL
2006,1313,WORKING FULLTIME,50,WIDOWED,FEMALE,GORE,KERRY,MODERATE,NOT TOO HAPPY,GOOD,YES,ALWAYS WRONG,
2006,1314,RETIRED,,WIDOWED,FEMALE,,KERRY,EXTREMELY LIBERAL,,GOOD,,,
2006,1315,WORKING FULLTIME,48,NEVER MARRIED,FEMALE,,,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1316,RETIRED,,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1317,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1318,SCHOOL,,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,VERY HAPPY,GOOD,NO,ALMST ALWAYS WRG,
2006,1319,RETIRED,,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1320,WORKING FULLTIME,50,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1321,WORKING FULLTIME,35,MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1322,WORKING PARTTIME,16,DIVORCED,FEMALE,GORE,BUSH,CONSERVATIVE,NOT TOO HAPPY,FAIR,NO,ALWAYS WRONG,
2006,1323,"UNEMPL, LAID OFF",,DIVORCED,MALE,,,EXTREMELY LIBERAL,,FAIR,,,
2006,1324,WORKING FULLTIME,55,NEVER MARRIED,FEMALE,,BUSH,CONSERVATIVE,VERY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,1325,RETIRED,,DIVORCED,MALE,,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1326,WORKING FULLTIME,16,NEVER MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1327,WORKING FULLTIME,60,MARRIED,FEMALE,,,MODERATE,,GOOD,,,
2006,1328,RETIRED,,DIVORCED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,1329,TEMP NOT WORKING,,MARRIED,FEMALE,,KERRY,LIBERAL,,EXCELLENT,,,
2006,1330,WORKING FULLTIME,40,WIDOWED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1331,RETIRED,,DIVORCED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,GOOD,YES,ALMST ALWAYS WRG,
2006,1332,WORKING FULLTIME,40,SEPARATED,FEMALE,,,LIBERAL,VERY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,1333,WORKING PARTTIME,30,MARRIED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,1334,KEEPING HOUSE,,NEVER MARRIED,MALE,,KERRY,MODERATE,,GOOD,,,
2006,1335,WORKING FULLTIME,55,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1336,WORKING FULLTIME,42,DIVORCED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,1337,WORKING FULLTIME,40,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1338,WORKING FULLTIME,48,SEPARATED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1339,OTHER,,DIVORCED,FEMALE,,,LIBERAL,,EXCELLENT,,,
2006,1340,WORKING FULLTIME,60,NEVER MARRIED,FEMALE,,KERRY,LIBERAL,,GOOD,,,
2006,1341,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,1342,KEEPING HOUSE,,MARRIED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1343,WORKING FULLTIME,50,DIVORCED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,1344,WORKING FULLTIME,50,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,1345,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,1346,WORKING FULLTIME,32,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1347,WORKING FULLTIME,45,NEVER MARRIED,MALE,BUSH,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,1348,WORKING FULLTIME,80,NEVER MARRIED,MALE,,BUSH,MODERATE,PRETTY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,1349,SCHOOL,,NEVER MARRIED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,1350,WORKING PARTTIME,30,NEVER MARRIED,FEMALE,,BUSH,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,1351,WORKING FULLTIME,40,DIVORCED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,1352,"UNEMPL, LAID OFF",,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,FAIR,NO,ALWAYS WRONG,
2006,1353,KEEPING HOUSE,,MARRIED,FEMALE,,,LIBERAL,,GOOD,,,
2006,1354,RETIRED,,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,FAIR,,,
2006,1355,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1356,WORKING FULLTIME,35,NEVER MARRIED,FEMALE,,BUSH,MODERATE,,EXCELLENT,,,
2006,1357,WORKING FULLTIME,55,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1358,WORKING FULLTIME,48,MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,1359,WORKING FULLTIME,38,NEVER MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,1360,WORKING FULLTIME,40,MARRIED,MALE,BUSH,,SLIGHTLY LIBERAL,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1361,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,1362,SCHOOL,,NEVER MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,1363,OTHER,,MARRIED,FEMALE,,KERRY,LIBERAL,,FAIR,,,
2006,1364,WORKING FULLTIME,45,MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,NOT TOO HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1365,WORKING FULLTIME,15,DIVORCED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1366,RETIRED,,,FEMALE,,BUSH,CONSERVATIVE,,FAIR,,,
2006,1367,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,1368,OTHER,,MARRIED,FEMALE,,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1369,WORKING FULLTIME,53,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1370,RETIRED,,WIDOWED,FEMALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1371,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1372,WORKING FULLTIME,60,NEVER MARRIED,FEMALE,,,MODERATE,,GOOD,,,
2006,1373,WORKING PARTTIME,14,WIDOWED,FEMALE,BUSH,BUSH,LIBERAL,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1374,WORKING FULLTIME,46,DIVORCED,FEMALE,,,MODERATE,,GOOD,,,
2006,1375,WORKING FULLTIME,32,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,1376,WORKING FULLTIME,40,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1377,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,NOT TOO HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,1378,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,1379,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1380,WORKING FULLTIME,56,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,ALMST ALWAYS WRG,
2006,1381,WORKING PARTTIME,,SEPARATED,FEMALE,,,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1382,WORKING FULLTIME,60,MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,1383,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1384,WORKING PARTTIME,15,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,,,ILLEGAL TO ALL
2006,1385,WORKING FULLTIME,55,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1386,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,ALMST ALWAYS WRG,
2006,1387,WORKING FULLTIME,49,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,1388,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,1389,WORKING FULLTIME,30,MARRIED,FEMALE,,,MODERATE,,FAIR,,,
2006,1390,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,1391,WORKING PARTTIME,15,MARRIED,MALE,BUSH,,MODERATE,VERY HAPPY,FAIR,NO,NOT WRONG AT ALL,
2006,1392,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,1393,WORKING PARTTIME,25,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1394,WORKING FULLTIME,51,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,1395,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,,LEGAL
2006,1396,WORKING FULLTIME,36,NEVER MARRIED,MALE,,,CONSERVATIVE,,EXCELLENT,,,
2006,1397,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,1398,WORKING PARTTIME,30,DIVORCED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1399,WORKING FULLTIME,43,NEVER MARRIED,FEMALE,,KERRY,MODERATE,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1400,WORKING FULLTIME,40,MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,1401,WORKING PARTTIME,13,MARRIED,FEMALE,GORE,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1402,WORKING FULLTIME,60,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,1403,WORKING PARTTIME,25,MARRIED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,1404,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,1405,WORKING FULLTIME,50,NEVER MARRIED,FEMALE,,KERRY,LIBERAL,,GOOD,,,
2006,1406,WORKING FULLTIME,50,NEVER MARRIED,MALE,BUSH,BUSH,SLIGHTLY LIBERAL,VERY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,1407,KEEPING HOUSE,,WIDOWED,FEMALE,BUSH,,CONSERVATIVE,NOT TOO HAPPY,FAIR,NO,ALMST ALWAYS WRG,
2006,1408,WORKING FULLTIME,60,DIVORCED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1409,RETIRED,,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1410,WORKING FULLTIME,55,MARRIED,MALE,,NADER,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1411,WORKING FULLTIME,38,MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,1412,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
